Source,Date,Time,Word,Subject,Situation,Age_utterance,Age_current,gender
none,6/11/14,14:12,Dat ,animaletc,He was pointing to a picture of a cat,11m,0to3y,male
none,6/11/14,14:17,Hi,action,waving and saying hi to everyone (over and over again!),13m,0to3y,female
none,6/11/14,14:18,Water,animaletc,Drinking water at her high chair,10mOrBefore,0to3y,female
none,6/11/14,14:19,Boobie,action,She sat up in bed pointed to me and said booby (she was asking to nurse),10mOrBefore,0to3y,female
none,6/11/14,14:17,Light,animaletc,When carrying him we used to point to all the things and say what were because he would point and make a eheh noise. He started replacing the noise with la as we walked down the hallway with 3 globe lights overhead,10mOrBefore,0to3y,male
none,6/11/14,14:19,All Done ,action,In his high chair after finishing lunch. We say/sign to him all done then.,14mOrLater,0to3y,male
none,6/11/14,14:24,Doggy,animaletc,Dog was waiting for him to drop food,dontremember,4to6y,male
none,6/11/14,14:25,Duck,animaletc,In the bathtub while holding her rubber duck,10mOrBefore,7to12y,female
none,6/11/14,14:28,Dog,animaletc,I don't remember,10mOrBefore,0to3y,female
none,6/11/14,14:36,Dada,person,,10mOrBefore,0to3y,female
none,6/11/14,14:31,Ball,animaletc,Playing on the floor and trying to reach a ball,10mOrBefore,0to3y,female
none,6/11/14,14:38,Car,animaletc,grabbed a hot wheel toy,10mOrBefore,0to3y,male
none,6/11/14,14:38,Ball,animaletc,playing with his toys loved any type of ball,10mOrBefore,4to6y,male
none,6/11/14,14:38,Ball,animaletc,Pointing to a ball.,10mOrBefore,7to12y,male
none,6/11/14,14:38,Okay,action,I asked my daughter to pick up something.,14mOrLater,4to6y,female
none,6/11/14,14:42,Tiger,animaletc,We were reading a book and pointed him to a picture of tiger while saying the word and thats when my child said it.  We think it was by fluke because my child did not start speaking until much later.,11m,4to6y,male
none,6/11/14,14:42,The Pet Cat's Name,animaletc,Can't remember,10mOrBefore,4to6y,male
none,6/11/14,14:50,Uh-Oh,other,Child dropped something,10mOrBefore,0to3y,male
none,6/11/14,14:48,Ball,animaletc,,13m,0to3y,male
none,6/11/14,14:54,Ball,animaletc,rolling the ball,12m,7to12y,female
none,6/11/14,14:54,Open Close,action,he saw light power switch,10mOrBefore,0to3y,male
none,6/11/14,15:03,Hi,other,,10mOrBefore,7to12y,female
none,6/11/14,15:04,Hi,,Looking in the mirror ,12m,0to3y,female
none,6/11/14,15:03,Owl,animaletc,Her brother was pointing to a banner with an owl on it and she repeated what he said.,12m,0to3y,female
none,6/11/14,15:08,Bow,animaletc,Referred to neighbor's dog,11m,4to6y,male
none,6/11/14,15:13,Hi,person,We came home or she saw others smiling at her - we'd say - say hi,10mOrBefore,0to3y,female
none,6/11/14,15:11,Banana,animaletc,breakfast table,10mOrBefore,4to6y,male
none,6/11/14,14:51,Uh-Oh,action,She would drop something from her high chair and see it fall.,11m,0to3y,female
none,6/11/14,15:14,Vroom ,action,playing with a toy car,11m,0to3y,female
none,6/11/14,15:17,Bye Bye,action,Someone was leaving,10mOrBefore,0to3y,female
none,6/11/14,15:12,Baby,person,Don't remember the first instance but she loved using this word to refer to herself and used it before any other recognizable words,10mOrBefore,4to6y,female
none,6/11/14,15:19,No,action,I was trying to feed him.,13m,7to12y,male
none,6/11/14,15:20,That,action,"He would point to things he wanted to draw our attention to and say ""that"".  This was the only word he spoke for a very long time (until after 2yrs old).",14mOrLater,4to6y,male
none,6/11/14,15:27,Ball,animaletc,I believe she saw her older sister playing with a ball or us rolling one across the floor. She was interested in ball toys at an early age.,dontremember,0to3y,female
none,6/11/14,15:35,Ball,animaletc,just playing in the house,12m,4to6y,male
none,6/11/14,15:34,Grandma,person,Grandma was holding him,10mOrBefore,4to6y,male
none,6/11/14,15:40,Hi,other,"We were playing at a friend's house and she crawled over to me and said ""hi"" with a big smile.",10mOrBefore,0to3y,female
none,6/11/14,15:41,Light ,,Streetlights,dontremember,13plusy,female
none,6/11/14,15:40,Aaji,person,It was evening time she was around 4 months daddy was holding the baby and showing her some pictures hanging on the wall daddy pointed his finger on grandma's photo when she said Aaji(Grandma in native language),10mOrBefore,0to3y,female
none,6/11/14,15:42,Bubble,animaletc,Bath time,dontremember,0to3y,male
none,6/11/14,15:44,Allah Akbar ,other,Coping his dad praying.,13m,0to3y,male
none,6/12/14,4:23,Light,animaletc,always loved to see the lamp bulbs and kept trying to say what it was. finally said it one evening while reaching out to a lamp.,10mOrBefore,4to6y,male
none,6/11/14,15:57,Car,animaletc,Pointed at a car and said the word,11m,0to3y,female
none,6/11/14,15:56,Shoe,animaletc,"We were on our way out and I mentioned that we need to wear shoes and as I was putting on his shoes I repeated ""we are wearing shoes"" and he said ""shoe""",14mOrLater,0to3y,male
none,6/11/14,16:02,Ball,animaletc,We were playing with the ball and she wanted to hold it!,10mOrBefore,0to3y,female
none,6/11/14,16:17,Nana,animaletc,He wanted to eat the banana when I showed it to him.,14mOrLater,0to3y,female
none,6/11/14,16:21,Go,action,"Playing with a car in the kitchen floor and he filled in the blank for 'ready set go""",12m,0to3y,male
none,6/11/14,16:23,Hi,other,Greeting father when he returned from work,10mOrBefore,0to3y,female
none,6/11/14,16:17,Baba ,animaletc,Both of my boys used this word when they saw or wanted their bottle,10mOrBefore,7to12y,male
none,6/11/14,16:26,Uh-Oh,action,"She was trying to stand and fell on her bottom and said ""uh-oh"" and laughed.",10mOrBefore,0to3y,female
none,6/11/14,16:25,Good,action,When I prepared the lunch for him and handed the bowl to him,14mOrLater,0to3y,male
none,6/11/14,15:58,Uh-Oh,action,He dropped something ,12m,0to3y,male
none,6/11/14,16:30,Dada,person,Reaching for dad,10mOrBefore,0to3y,male
none,6/11/14,16:34,Kee Ka ,animaletc,"he pointed to one of our cats and said ""kee ka""! He had been using baby signs for some time including the sign for cat but this was the first clear spoken word. He was 11 months old.",11m,7to12y,male
none,6/11/14,16:35,No,other,but ....,11m,4to6y,female
none,6/11/14,16:40,Avocado ,animaletc,we were feeding her avocado. we would usually repeat the word over and over when we fed it to her and one day she said it!,10mOrBefore,4to6y,female
none,6/11/14,16:44,Baba,person,,10mOrBefore,0to3y,female
none,6/11/14,16:47,Dog,animaletc,Dog,10mOrBefore,0to3y,male
none,6/11/14,16:49,Duck,animaletc,response to image of a duck - they are everywhere,10mOrBefore,7to12y,female
none,6/11/14,17:05,Tata,action,"She wanted to eat the raisins I was eating and said ta ta which means ""give me""",10mOrBefore,0to3y,female
none,6/11/14,17:15,Bird,animaletc,Looking outside at a tree. ,14mOrLater,0to3y,male
none,6/11/14,17:19,Hot ,animaletc,He had burned his hand badly on a wood stove,11m,0to3y,male
none,6/11/14,17:26,Uh-Oh,action,He would drop Cheerios off this high chair and say Uh-oh,12m,0to3y,male
none,6/11/14,17:21,Tiens,action,give something to someone ,10mOrBefore,0to3y,female
none,6/11/14,18:01,Baby ,person,Copy my word ,13m,4to6y,male
none,6/11/14,18:31,Book,animaletc,looking at a book,11m,0to3y,male
none,6/11/14,18:25,Sissy,person,Playing with her sister.,10mOrBefore,4to6y,female
none,6/11/14,18:33,Mama,,She was pointing to me,dontremember,7to12y,female
none,6/11/14,18:36,Bird,animaletc,My daughter saw a bird pointed at it and said bird,10mOrBefore,4to6y,female
none,6/11/14,19:13,Ball,animaletc,She was sitting near a ball and wanted it.,10mOrBefore,0to3y,female
none,6/11/14,19:26,Dog,animaletc,Playing around and looking at our pet dog,10mOrBefore,0to3y,female
none,6/11/14,19:53,Ball,animaletc,he was pointing to a ball,10mOrBefore,7to12y,male
none,6/11/14,20:03,Doggie,animaletc,at home in living room dog nearby.,11m,4to6y,female
none,6/11/14,20:04,Ta ,other,Pointing at the lights,10mOrBefore,4to6y,male
none,6/11/14,20:14,Blue,other,I asked what color was the ball ,10mOrBefore,0to3y,male
none,6/11/14,20:04,Bye,action,Repeating us saying Bye to someone ,10mOrBefore,0to3y,female
none,6/11/14,20:13,Cat,animaletc,We were in bed and one of the cats jumped up to be petted,12m,0to3y,male
none,6/11/14,20:14,Aja ,action,"When I would finish changing my son's diaper on the changing table I would say ""Aja"" Punjabi language for come then 1 day he said it back to me indicating he wanted to be picked up.",10mOrBefore,4to6y,male
none,6/11/14,20:19,Duck,,"He pointed to a taxidermied duck on the wall and said ""duck"". ",,13plusy,male
none,6/11/14,20:28,Bubbles,animaletc,daddy was blowing bubbles while baby was in the bath,10mOrBefore,0to3y,male
none,6/11/14,20:30,Mama,person,Don't recall,10mOrBefore,7to12y,female
none,6/11/14,20:31,Daisy,animaletc,Getting in the carseat to go home to see our doggie Daisy. :),10mOrBefore,4to6y,female
none,6/11/14,20:43,Agua,action,Don't recall ,10mOrBefore,0to3y,male
none,6/11/14,20:41,Lion ,animaletc,Don't remember. Probably reading a book about a lion loving fruit  ,12m,0to3y,male
none,6/11/14,20:45,Ball,animaletc,saw ball outside,11m,7to12y,male
none,6/11/14,20:43,Ball,animaletc,We were in a fitness room in our condo and my son saw a big ball he pointed out and said BALL.,14mOrLater,0to3y,male
none,6/11/14,20:55,Dada,,unsure,10mOrBefore,0to3y,female
none,6/11/14,20:57,Mas ,other,I don't remember.  I think he was asking for more food.,14mOrLater,4to6y,male
none,6/11/14,20:58,Dog,animaletc,Saw a dog while we were out.,11m,0to3y,female
none,6/11/14,21:00,Bear,animaletc,Referring to her stuffed animal.,11m,4to6y,female
none,6/11/14,21:05,Duck,animaletc,Pointing to duck toy,10mOrBefore,4to6y,female
none,6/11/14,21:08,Duck,animaletc,playing in the bath,10mOrBefore,0to3y,female
none,6/11/14,21:09,Tree,animaletc,"looking out the car window seeing trees saying ""bwee"" (tree) for each one",10mOrBefore,4to6y,female
none,6/11/14,21:20,Nai-Nai,animaletc,feeding time,11m,7to12y,male
none,6/11/14,21:21,Book,animaletc,touching the book he wanted to hear,10mOrBefore,13plusy,male
none,6/11/14,21:22,Cat,animaletc,Looking at a book,10mOrBefore,13plusy,male
none,6/11/14,21:27,Adindaa,action,randomly used to say this when he saw something,10mOrBefore,7to12y,male
none,6/11/14,21:31,Bird,animaletc,"We would point out the little red bird in every scene in the book ""Peekaboo Zoo"".",10mOrBefore,7to12y,male
none,6/11/14,21:36,Baba ,animaletc,,10mOrBefore,0to3y,female
none,6/11/14,21:39,More ,action,Food in sight reaching out for it,12m,0to3y,male
none,6/11/14,21:44,No This,other,describing what he wanted to eat,14mOrLater,4to6y,male
none,6/11/14,21:44,Auto,animaletc,Looking at a car from the house. Window,10mOrBefore,4to6y,male
none,6/11/14,21:42,Bubba ,animaletc,playing with his dog,10mOrBefore,0to3y,male
none,6/11/14,21:46,Cheese,animaletc,,14mOrLater,13plusy,male
none,6/11/14,21:45,More,animaletc,"She used sign language to ask for more food and then repeated herself by verbally saying ""more.""",12m,0to3y,female
none,6/11/14,21:47,Book,animaletc,She wanted me to read her a book. She used sign language then repeated the word verbally while signing it again. ,11m,4to6y,female
none,6/11/14,21:51,Up,action,We were traveling in Europe and she wanted her cousin to pick her up.,10mOrBefore,4to6y,female
none,6/11/14,21:53,Hi,other,He copied it from a very young age (4 months) but it started to have meaning at some point around 10 or 11 months.,10mOrBefore,0to3y,male
none,6/11/14,21:52,Bird,,We were looking at birds,10mOrBefore,0to3y,female
none,6/11/14,22:02,Turtle,animaletc,We were at preschool and that word just came out.   There was no turtle present.,14mOrLater,7to12y,male
none,6/11/14,22:10,Light,animaletc,idk,10mOrBefore,13plusy,male
none,6/11/14,22:15,__гЂ___Б,animaletc,_з____г‰гу_µ_й_Б ___Б _йгЂ__гЂ __ ___µ_±_µ _џ гЃ___Б_‡_Б_й_Б - __гЂ___Б!,10mOrBefore,0to3y,female
none,6/11/14,22:16,Mum Mum,animaletc,Having food,10mOrBefore,4to6y,female
none,6/11/14,22:23,Hi,other,"Mom coming home from work said ""HI"" Baby said ""Hi"" and waved",13m,0to3y,female
none,6/11/14,22:30,Ball,animaletc,,10mOrBefore,4to6y,male
none,6/11/14,22:34,Bus,animaletc,,14mOrLater,0to3y,male
none,6/11/14,20:05,Duck,animaletc,He was taking a bath.,10mOrBefore,7to12y,male
none,6/11/14,22:44,Hi,other,Not sure he said hi to Mom and Dad didn't believe it at first until he said Hi to a waitress at a restaurant. ,10mOrBefore,0to3y,male
none,6/11/14,22:47,Car,animaletc,he saw cars passing by in front of the house,13m,0to3y,male
none,6/11/14,23:00,Car,animaletc,Don't recall,14mOrLater,4to6y,male
none,6/11/14,23:00,Go,animaletc,We were taking a walk and she was in her stroller.,10mOrBefore,4to6y,female
none,6/11/14,23:06,Mama,person,My son was sitting on my lap,10mOrBefore,7to12y,male
none,6/11/14,16:32,Doodhoo,animaletc,he was hungry and said milk which is not clear as he used to say mulk,14mOrLater,4to6y,male
none,6/11/14,23:27,Nahana,action,bath tub,10mOrBefore,4to6y,male
none,6/11/14,23:41,Ball,animaletc,He saw a ball.,12m,0to3y,male
none,6/12/14,0:26,All Done,action,Finishing eating ,10mOrBefore,0to3y,male
none,6/12/14,0:57,Leche,action,Sitting in high-chair,11m,0to3y,male
none,6/12/14,1:14,No ,animaletc,He was pointing to the dog. He thought the dog's name was NO,11m,4to6y,male
none,6/12/14,1:15,Noo Noo,animaletc,She wanted her milk,13m,0to3y,female
none,6/12/14,1:24,Touchdown ,,"While grandma was watching football she kept saying ""touchdown"" He just repeated while making the referee sign. sign ",10mOrBefore,7to12y,male
none,6/12/14,12:34,Duck,animaletc,he was taking a bath,11m,4to6y,male
none,6/12/14,4:23,Map,animaletc,Watching Dora Explorer,12m,0to3y,female
none,6/12/14,10:00,Dada,person,,10mOrBefore,4to6y,female
none,6/12/14,7:04,Dog,animaletc,The dog had licked his face,10mOrBefore,0to3y,male
none,6/12/14,19:42,Tha Tha,person,"Playing with Grandpa and said ""Tha Tha""",10mOrBefore,7to12y,female
none,6/12/14,7:13,Uh-Oh,animaletc,something fell,12m,0to3y,female
none,6/12/14,7:19,Duck,animaletc,We were skyping with her uncle (mom's brother).,11m,4to6y,female
none,6/12/14,7:20,Kitty Cat,animaletc,Chasing our cat around the living room,11m,0to3y,male
none,6/12/14,7:33,Ball,animaletc,His favorite toy was the ball at that time and he repeated it one day whenWe asked.  It was while we were reading and a ball was in the illustrations.,dontremember,0to3y,male
none,6/12/14,7:38,Dada,person,We were in a restaurant with family and friends,10mOrBefore,4to6y,female
none,6/12/14,8:03,Shoe,animaletc,Wanted his shoes on so he could go outside,14mOrLater,0to3y,male
none,6/12/14,8:08,Light,animaletc,she would point at any light source and say light!,10mOrBefore,13plusy,female
none,6/12/14,8:10,Isla,person,Referring to his sister named Isla.,10mOrBefore,4to6y,male
none,6/12/14,8:31,Tata,animaletc,Tata was just a sound she would prefer as she tried to speak as a baby. My guess was that she was trying to sound like if she was talking but developmentally  her mouth was not ready for other sounds?( 4-8 months),10mOrBefore,4to6y,female
none,6/12/14,8:41,Bow,animaletc,Can't remember for sure... possibly in his high chair looking at the dog.,11m,0to3y,male
none,6/12/14,8:47,Hi,action,I was changing his diaper. I was talking to him. ,10mOrBefore,0to3y,male
none,6/12/14,23:55,Car,animaletc,Asking for toy,dontremember,7to12y,male
none,6/12/14,9:02,Ball,animaletc,playing on the floor pointed to a ball nearby,12m,0to3y,male
none,6/12/14,9:06,No,action,looking at our cat,12m,0to3y,male
none,6/12/14,9:14,Sweet Carrot,animaletc,eating,10mOrBefore,0to3y,female
none,6/12/14,9:21,Bunger,animaletc,Laying down on the floor playing with Daddy,10mOrBefore,4to6y,male
none,6/12/14,9:23,Cat,animaletc,"I was holding my son looking at a cat walking along the fence outside I was explaining to him that it was a cat instantly he said ""cat""",dontremember,0to3y,male
none,6/12/14,9:36,Hi,action,I don't remember.,12m,0to3y,female
none,6/12/14,10:20,Ball,animaletc,play time,dontremember,0to3y,male
none,6/12/14,10:42,Light,animaletc,"When bathing he always looked at the bright round light bulbs above our bathroom mirror. We would tell him the word light and one day he pointed and said ""ight!"" on his own.",11m,4to6y,male
none,6/12/14,10:46,Bebe,person,"Pointed to a baby on television and said ""bebe"".",dontremember,0to3y,female
none,6/12/14,11:33,Mama,person,dunno. I had to ask my wife what the first word was.,dontremember,7to12y,female
none,6/12/14,11:35,Ball,,playing with a ball,10mOrBefore,0to3y,male
none,6/12/14,12:39,Hi,other,"I was saying doing something him and he just said ""hi!""",13m,0to3y,male
none,6/12/14,12:54,Thank You,other,"We handed her something and she said ""Dank Doo"". We were amazed and handed her something else and she said it again. My child is so polite! :)",12m,0to3y,female
none,6/12/14,13:03,Buttons,animaletc,Riding in the car,13m,0to3y,male
none,6/12/14,13:45,Ca,person,In the living room when he seen a commercial for a cartoon ,10mOrBefore,0to3y,male
none,6/12/14,13:59,Uh-Oh,action,,11m,0to3y,female
none,6/12/14,14:02,Car,animaletc,"He heard a car outside then saw one drive by and then said ""car"".",11m,4to6y,male
none,6/12/14,14:46,Baby,person,She was looking in the mirror at herself,10mOrBefore,0to3y,female
none,6/12/14,15:09,Bide,person,His dad used to call him betu. When he was away from his dad he started saying bide,13m,0to3y,male
none,6/12/14,15:25,Mama,person,We were at a Dr appointment and the nurse was shocked he was talking at 5 months. I had previously thought it was just baby babble but then I heard it so clear I could not dispute. ,10mOrBefore,4to6y,male
none,6/12/14,15:41,Ipad,other,Needless to say my husband is in high tech business our home has a number of ipads the kids got exposed to it early on since infant.  As a result they love using the ipads from stories to games to PBS kids programs and so much more....  My son's first word was ipad.  My daughter maybe I could not remember  we try to limit screen time.  Ipad became indispensable in their lives.,10mOrBefore,0to3y,male
none,6/12/14,15:52,Uh-Oh,action,"My son was pulling on a piece of paper that was taped to the wall.  When he separated the paper from the wall he said ""uh-oh!""",10mOrBefore,0to3y,male
none,6/12/14,15:55,Kitten,animaletc,Normal day at home; one of our cats entered the room.,12m,0to3y,male
none,6/12/14,16:07,Banana,animaletc,eating,10mOrBefore,7to12y,female
none,6/12/14,16:14,Ivy,animaletc,Seeing family dog or any other dog,12m,4to6y,female
none,6/12/14,19:27,Light,animaletc,,10mOrBefore,0to3y,male
none,6/12/14,20:10,Water,animaletc,crying and pointing,dontremember,0to3y,male
none,6/12/14,20:10,Ball,animaletc,Holding a favorite ball toy. ,13m,13plusy,female
none,6/12/14,20:21,Duck,animaletc,He was looking at a little rubber duck like the ones that go in a bathtub.,10mOrBefore,0to3y,male
none,6/12/14,20:55,Ball,animaletc,she pointed to a ball,13m,0to3y,female
none,6/12/14,21:38,Cat,animaletc,Saw a cat,10mOrBefore,7to12y,female
none,6/12/14,21:48,Hi,other,We were going for a walk and he said hi to people passing by,11m,7to12y,male
none,6/12/14,22:06,Kitty,animaletc,the cat was walking by,13m,0to3y,male
none,6/12/14,22:12,Ada ,person,We were looking in the mirror and pointed to herself and then pointed to her picture on the wall,11m,0to3y,female
none,6/13/14,6:43,Star,animaletc,In the crib  pointing to mobile above,10mOrBefore,4to6y,male
none,6/13/14,7:02,Hot,animaletc,Most likely holding her while cooking but also eating ,10mOrBefore,7to12y,female
none,6/13/14,10:38,Baba,person,,10mOrBefore,7to12y,female
none,6/13/14,7:45,More,animaletc,"Baby sign language. Want to eat ""more""",10mOrBefore,7to12y,male
none,6/13/14,8:23,Papa,person,at home playing with parents,10mOrBefore,0to3y,male
none,6/13/14,10:24,Cookie,animaletc,She had just eaten a cookie and wanted another one,11m,0to3y,female
none,6/13/14,11:15,Dog,animaletc,Was in aunt's kitchen with aunt's dog. He'd been signing it for a while but started saying it during our visit.,11m,0to3y,male
none,6/13/14,11:19,Ball,animaletc,Pointing to a ball,11m,0to3y,male
none,6/13/14,11:21,Flower,animaletc,He was sitting at the table and pointed to a vase of flowers.,12m,0to3y,male
none,6/13/14,12:07,Bubble,animaletc,we were blowing bubbles,10mOrBefore,4to6y,male
none,6/13/14,13:45,Hot,animaletc,repeating my words describing something,dontremember,4to6y,female
none,6/13/14,15:46,Baba,person,My child was playing with her mom.,10mOrBefore,4to6y,female
none,6/13/14,16:45,Tickle,action,I was tickling him and using the word,12m,0to3y,male
none,6/13/14,18:09,George,animaletc,Called me (mom) George after his favorite cartoon character,12m,0to3y,male
none,6/14/14,7:35,Dada,person,sitting in our bed playing with the pillows when her dad walked in,10mOrBefore,0to3y,female
none,6/14/14,14:07,Gu-Gu,person,saying goodnight to big bro at night,dontremember,0to3y,male
none,6/14/14,17:15,Agua,animaletc,,dontremember,0to3y,male
none,6/14/14,18:57,Ball,animaletc,While reaching for a ball he often played with ,10mOrBefore,4to6y,male
none,6/14/14,20:31,Uh-Oh,action,He dropped something and looked at me.,14mOrLater,4to6y,male
none,6/14/14,20:33,Bye,action,She waves her hand to departing grandma and says bye bye.,12m,0to3y,female
none,6/15/14,16:37,Ga Ga,other,Dont remember,10mOrBefore,7to12y,female
none,6/14/14,23:38,Deng Deng ,animaletc,she is looking at a lamp,11m,4to6y,female
none,6/15/14,8:53,Dirty,animaletc,reaching for objects that parent didnt want child to touch,12m,13plusy,female
none,6/15/14,9:25,Kee,animaletc,"My son was playing in the living room. The cat walked by.  My son looked at the cat reached for it and said ""kee!""",11m,7to12y,male
none,6/15/14,12:16,More,action,we were at a water park,dontremember,13plusy,female
none,6/15/14,7:06,That,animaletc,"He said ""dat"" and pointed to a book he wanted.",14mOrLater,0to3y,male
none,6/15/14,20:50,Quack,animaletc,having a bath,10mOrBefore,0to3y,female
none,6/16/14,1:31,Eddy,other,He was excited and calling out this word. It is not the name of anyone we know. We never figured out what 'eddy' referred to but he said it constantly. ,12m,13plusy,male
none,6/15/14,22:19,Heron,animaletc,We were reading a baby nature magazine,14mOrLater,7to12y,female
none,6/15/14,22:23,Dog,animaletc,It was just at home commenting on our dog.,13m,4to6y,male
none,6/16/14,8:20,Baba,animaletc,child was looking at mom holding bottle,10mOrBefore,4to6y,male
none,6/16/14,9:20,Mum-Mum,animaletc,she was hungry,10mOrBefore,13plusy,female
none,6/16/14,9:23,Poe-Poe,action,needed to be carried,11m,13plusy,female
none,6/16/14,10:46,Mum,person,we were playing together and he called out to me and kept repeating himself,10mOrBefore,0to3y,male
none,6/16/14,15:25,No,animaletc,ASK SHE IF SHE NEED MORE FOOD OR SOMETHING,10mOrBefore,4to6y,female
none,6/16/14,16:02,Hi,person,We were playing/laying in bed,10mOrBefore,13plusy,female
none,6/16/14,17:10,Up,action,Puts arms up so we can carry them,10mOrBefore,0to3y,male
none,6/16/14,20:42,Uh-Oh,action,Something dropped,11m,0to3y,female
none,6/16/14,20:59,Shoes,animaletc,We were putting on his shoes.,14mOrLater,0to3y,male
none,6/17/14,21:02,Milk,animaletc,in her crib talking to me,dontremember,0to3y,female
none,6/18/14,10:49,Duck,action,she was playing with cousin and flapping her arms like a duck,10mOrBefore,7to12y,female
none,6/18/14,12:34,Truck,animaletc,"Walking in sidewalk as a truck rolled by. Points to ""trucks"" repeatedly from the stroller or car at any truck bus or train either moving or parked.",12m,0to3y,male
none,6/18/14,13:04,Car,animaletc,Looking at the street cars passing,dontremember,4to6y,male
none,6/19/14,19:04,Woof,animaletc,,12m,7to12y,female
none,6/19/14,21:40,Dog,animaletc,She was at her nanny's house playing with her dog,11m,4to6y,female
none,6/19/14,21:58,Ball,animaletc,The ball was rolling away.,11m,0to3y,male
,,,,,,,,
